,ra,dec,phot_g_mean_mag,source_id
59,269.77384034045497,42.851629892678226,12.334103,1345377378530252032
60,165.78680727480392,3.624355245974552,11.668205,3814881181708182656
61,197.93557309585097,82.29222168263036,12.420559,1719236582085143808
62,23.06001744318724,-51.90289781365634,10.17841,4916946665759118720
63,118.8538365826651,-16.422809986149886,13.000591,5718303519280237568
64,134.2502340064411,-67.28169580160677,8.665636,5224113071686888064
65,1.8548616341659232,-70.16406235397122,9.453711,4702942356796618752
66,203.40321598755128,-11.44240481925587,9.829012,3610710118767709952
67,322.307706752535,12.232971127422655,10.358897,1745951794061639936
68,356.4944009249638,53.324729620363065,12.798227,1993478116617579648
69,176.0110916772021,-35.60012787594592,10.158457,3464630069054144768
70,318.1892765809592,-37.53473948566603,12.519122,6775829848865540096
71,1.8675051019501592,72.03025673632953,11.473912,537359202542392704
72,185.44804145645355,-15.123925404914448,11.475071,3521755401833022080
73,58.91244398810596,-71.36549004440914,11.044023,4665853149532721664
74,145.76895781595624,-67.84361479395416,11.548284,5244220974696961920
75,152.82120342533224,-24.725946596984485,13.682823,5473322639158802176
76,168.83330653190134,-20.24928102748496,11.77066,3539718810491488512
77,299.4655251724672,-22.77783719606179,12.85208,6864081462477091200
78,135.73664849464078,6.765641868551334,12.8213,584067345543086720
79,346.7027263193104,34.114315424546106,12.690805,1914204152882190336
80,148.68356942138337,-23.552181320475945,11.966777,5660779785326220288
81,324.16483957802797,-45.2073181521414,12.856152,6563990684456453248
82,42.75134705984519,-86.41852390853559,9.502583,4613455686689309312
83,157.17959247507562,-21.493686366250863,12.690022,5475891407557269376
84,157.43011191506466,-42.797061919715716,12.61798,5368226266896676224
85,125.84439223166059,15.618911555701445,12.582992,652773937377287552
86,180.4491085282879,-70.99027349404855,11.603498,5855051154826139904
87,312.4816000641672,-16.90370666987021,12.272649,6883005530760042880
88,321.22877209571965,70.25139974382955,11.661865,2272153015164849152
89,263.47098211493795,52.153742531133005,12.901406,1416480390315914368
90,295.1924716427654,-59.85368055075854,11.790461,6445666328316522240
91,72.13076827000495,-62.483675702586325,8.913095,4665093769251640704
92,176.4942034948154,0.5677011980956235,11.307204,3795689721641695744
93,358.1239351399791,64.46901834879385,12.052681,2017200423582542976
